id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
11744,10.0,0.38,0.43,2.3,0.0969999999999999,12.0,20.0,0.9976,3.36,0.64,11.3,6.0
11745,7.0,0.46,0.24,2.2,0.0819999999999999,25.0,62.0,0.99788,3.45,0.58,10.0,4.0
11746,9.2,0.39,0.48,2.5,0.084,6.0,16.0,0.9973,3.21,0.57,11.5,7.0
11747,9.0,0.55,0.21,2.3,0.077,12.0,45.0,0.9982,3.45,0.61,9.3,6.0
11748,7.5,0.59,0.14,2.8,0.073,26.0,65.0,0.998,3.35,0.56,9.8,6.0
11749,9.1,0.28,0.44,1.8,0.0819999999999999,4.0,9.0,0.9986,3.2,0.59,9.4,6.0
11750,7.1,0.43,0.3,2.3,0.0819999999999999,16.0,86.0,0.99476,3.27,0.61,9.5,5.0
11751,7.2,0.56,0.02,2.1,0.095,6.0,16.0,0.9982,3.26,0.53,9.4,6.0
11752,7.1,0.49,0.28,1.9,0.0969999999999999,19.0,48.0,0.9994,3.32,0.59,9.5,5.0
11753,12.5,0.41,0.53,2.1,0.0819999999999999,8.0,20.0,1.0002,3.17,0.77,10.2,6.0
11754,7.3,0.36,0.49,1.4,0.062,21.0,88.0,0.99774,3.15,0.59,9.3,5.0
11755,7.6,0.73,0.04,1.8,0.063,16.0,44.0,0.9987,3.36,0.56,9.2,5.0
11756,6.2,0.61,0.02,2.5,0.086,5.0,14.0,0.9986,3.45,0.56,10.1,5.0
11757,9.3,0.3,0.46,2.1,0.073,10.0,23.0,0.99774,3.33,0.55,9.6,5.0
11758,7.1,0.5,0.27,1.8,0.078,21.0,64.0,0.9967,3.1,0.53,9.8,5.0
11759,6.7,0.885,0.0,1.9,0.077,14.0,28.0,0.99576,3.48,0.56,10.7,6.0
11760,7.8,0.58,0.31,1.9,0.072,32.0,147.0,0.9974,3.26,0.69,9.8,5.0
11761,7.5,0.6,0.02,2.0,0.077,9.0,24.0,0.9957,3.44,0.54,9.5,5.0
11762,7.9,0.59,0.05,2.3,0.086,11.0,88.0,0.9976,3.38,0.65,9.4,5.0
11763,7.6,0.52,0.34,2.2,0.086,7.0,29.0,0.9971,3.33,0.72,10.1,6.0
11764,7.0,0.48,0.24,1.7,0.078,15.0,33.0,0.997,3.41,0.62,9.3,5.0
11765,7.0,0.43,0.43,2.0,0.062,13.0,46.0,0.99716,3.3,0.61,10.5,6.0
11766,8.0,0.39,0.11,2.0,0.063,14.0,31.0,0.99634,3.32,0.59,9.8,6.0
11767,8.4,0.59,0.14,2.5,0.071,6.0,14.0,0.9968,3.27,0.49,9.8,5.0
11768,7.2,0.58,0.0,1.9,0.073,9.0,25.0,0.99564,3.47,0.51,9.7,6.0
11769,10.8,0.36,0.22,1.9,0.066,5.0,17.0,0.9979,3.26,0.59,10.0,5.0
11770,7.4,0.43,0.46,2.1,0.073,17.0,44.0,0.99774,3.32,0.6,10.9,7.0
11771,7.6,0.58,0.3,2.3,0.086,26.0,65.0,0.9988,3.41,0.59,9.3,6.0
11772,6.3,0.5,0.01,1.8,0.076,12.0,24.0,0.9952,3.58,0.71,9.8,6.0
11773,10.5,0.6,0.34,2.4,0.076,7.0,21.0,0.99642,3.34,0.58,11.0,6.0
11774,7.8,0.6,0.03,1.5,0.071,12.0,49.0,0.9976,3.51,0.5,10.5,5.0
11775,9.2,0.57,0.26,2.0,0.0969999999999999,5.0,16.0,0.9972,3.26,0.44,9.2,4.0
11776,10.7,0.31,0.49,2.6,0.074,6.0,18.0,1.0002,3.31,0.69,9.8,6.0
11777,7.1,0.58,0.04,1.8,0.08,10.0,19.0,0.9964,3.35,0.53,9.4,6.0
11778,7.2,0.58,0.0,2.8,0.078,11.0,47.0,0.9976,3.37,0.57,9.3,5.0
11779,6.4,0.58,0.02,2.2,0.078,21.0,46.0,0.99562,3.48,0.58,9.5,6.0
11780,7.7,0.52,0.01,2.0,0.081,9.0,18.0,0.9982,3.44,0.58,9.8,5.0
11781,6.9,0.59,0.02,2.0,0.079,5.0,27.0,0.9976,3.26,0.65,9.4,5.0
11782,5.0,0.61,0.01,2.2,0.084,6.0,22.0,0.99616,3.39,0.69,10.4,6.0
11783,9.8,0.41,0.41,1.9,0.088,5.0,11.0,0.9972,3.2,0.62,9.6,5.0
11784,7.0,0.66,0.3,2.0,0.074,9.0,31.0,0.9978,3.26,0.64,9.4,7.0
11785,7.6,0.5,0.14,2.5,0.08,9.0,24.0,0.99584,3.31,0.58,10.1,5.0
11786,8.6,0.34,0.44,2.1,0.092,6.0,28.0,0.9962,3.36,0.75,11.4,6.0
11787,7.1,0.965,0.03,2.0,0.072,10.0,24.0,0.9982,3.43,0.53,9.8,5.0
11788,7.0,0.62,0.0,1.8,0.079,25.0,46.0,0.9984,3.68,0.48,9.6,5.0
11789,8.8,0.56,0.21,2.0,0.098,20.0,47.0,0.99735,3.25,0.52,9.5,6.0
11790,7.7,0.62,0.23,1.7,0.0969999999999999,12.0,59.0,0.9958,3.27,0.57,9.5,5.0
11791,7.4,0.41,0.32,1.7,0.062,18.0,40.0,0.99702,3.28,0.65,11.8,7.0
11792,7.6,0.61,0.14,2.9,0.084,5.0,22.0,0.99478,3.36,0.62,9.3,5.0
11793,7.2,0.64,0.26,2.0,0.073,31.0,147.0,0.99458,3.26,0.48,9.9,5.0
11794,7.1,0.24,0.3,2.2,0.07,24.0,94.0,0.9956,3.44,0.55,9.8,5.0
11795,10.0,0.42,0.44,2.2,0.0819999999999999,5.0,22.0,0.9987,3.34,0.62,9.4,6.0
11796,6.3,0.58,0.02,2.6,0.061,6.0,16.0,0.99538,3.39,0.53,11.9,6.0
11797,6.8,0.69,0.0,2.2,0.068,6.0,19.0,0.99419,3.39,0.8,12.0,6.0
11798,7.6,0.34,0.26,1.6,0.077,17.0,40.0,0.9986,3.38,0.6,9.4,6.0
11799,7.5,0.5,0.21,2.4,0.071,6.0,27.0,0.9969,3.42,0.61,10.0,6.0
11800,9.1,0.715,0.31,2.1,0.085,23.0,41.0,0.9976,3.16,0.52,12.5,6.0
11801,7.6,0.28,0.44,1.8,0.0819999999999999,5.0,9.0,0.9976,3.15,0.97,9.8,6.0
11802,7.2,0.74,0.0,1.9,0.095,12.0,44.0,0.99746,3.35,0.54,9.5,7.0
11803,6.7,0.62,0.04,2.3,0.095,24.0,58.0,0.99538,3.57,0.54,9.8,7.0
11804,8.9,0.61,0.3,2.0,0.414,20.0,122.0,0.9962,3.19,0.61,9.5,5.0
11805,7.0,0.69,0.34,2.0,0.08,17.0,26.0,0.99528,3.34,0.6,12.7,7.0
11806,7.1,0.39,0.33,2.4,0.079,7.0,16.0,0.9984,3.46,0.54,9.7,6.0
11807,9.1,0.28,0.59,2.0,0.0969999999999999,21.0,94.0,0.9984,3.16,0.54,9.2,6.0
11808,7.2,0.53,0.0,2.7,0.073,24.0,44.0,0.9973,3.42,0.6,11.3,7.0
11809,10.2,0.3,0.49,3.4,0.078,9.0,37.0,0.9982,3.22,0.59,11.5,4.0
11810,9.2,0.26,0.44,2.2,0.0969999999999999,5.0,11.0,0.9976,3.17,0.55,9.5,5.0
11811,7.7,0.66,0.14,1.9,0.08,20.0,43.0,0.9961,3.36,0.59,9.9,6.0
11812,8.9,0.36,0.49,4.3,0.073,10.0,19.0,0.9991,3.1,0.53,9.5,5.0
11813,7.1,0.51,0.21,2.1,0.071,8.0,19.0,0.99498,3.39,0.6,9.4,6.0
11814,8.3,0.965,0.0,2.3,0.077,17.0,88.0,0.9961,3.15,0.67,9.5,6.0
11815,8.4,0.58,0.45,2.5,0.106,12.0,42.0,0.9968,3.39,0.56,12.0,7.0
11816,7.0,0.57,0.0,2.7,0.09,6.0,12.0,0.99448,3.34,0.58,10.1,6.0
11817,9.1,0.38,0.29,2.8,0.064,14.0,86.0,0.9976,3.4,0.58,9.8,5.0
11818,11.6,0.39,0.49,3.3,0.088,12.0,44.0,0.99787,3.18,1.13,10.9,6.0
11819,7.9,0.69,0.0,3.0,0.078,15.0,36.0,0.9963,3.68,0.63,9.4,6.0
11820,8.8,0.61,0.31,2.0,0.094,11.0,49.0,0.99603,3.38,0.62,10.7,6.0
11821,7.1,0.35,0.31,2.3,0.069,12.0,65.0,0.99656,3.38,0.57,9.6,5.0
11822,10.9,0.43,0.49,2.0,0.073,5.0,12.0,0.9982,3.16,0.65,9.7,5.0
11823,7.4,0.68,0.12,1.9,0.066,15.0,21.0,0.99668,3.41,0.7,12.0,7.0
11824,7.2,0.67,0.0,2.6,0.075,14.0,28.0,0.99458,3.45,0.6,10.0,6.0
11825,10.4,0.34,0.45,1.9,0.084,29.0,37.0,0.9976,3.22,0.75,9.8,5.0
11826,7.5,0.31,0.49,2.1,0.08,10.0,20.0,0.9987,3.22,0.79,10.6,5.0
11827,6.8,0.33,0.23,2.4,0.084,8.0,21.0,0.9974,3.15,0.59,10.0,6.0
11828,7.9,0.64,0.0,2.8,0.072,5.0,19.0,0.99668,3.57,0.54,9.4,5.0
11829,7.0,0.62,0.03,1.8,0.065,13.0,35.0,0.9994,3.36,0.73,11.1,7.0
11830,10.0,0.31,0.49,2.0,0.081,5.0,13.0,0.9986,3.16,0.68,9.5,6.0
11831,7.4,0.51,0.12,2.4,0.076,5.0,20.0,0.9969,3.32,0.54,9.3,5.0
11832,8.6,0.38,0.31,1.7,0.08,6.0,24.0,0.9952,3.32,0.59,9.5,5.0
11833,10.6,0.32,0.45,2.3,0.084,10.0,18.0,0.9968,3.3,0.6,10.9,7.0
11834,8.5,0.5,0.44,2.0,0.0969999999999999,6.0,14.0,0.9964,3.21,0.76,10.4,7.0
11835,7.4,0.5,0.0,2.4,0.084,23.0,119.0,0.9972,3.41,0.63,9.8,5.0
11836,9.2,0.27,0.42,1.8,0.075,16.0,47.0,0.99668,3.25,0.92,10.9,6.0
11837,9.9,0.32,0.31,2.5,0.079,12.0,48.0,0.9994,3.23,0.7,9.3,5.0
11838,7.9,0.73,0.0,2.1,0.067,5.0,13.0,0.99498,3.42,1.11,9.9,6.0
11839,7.7,0.4,0.0,1.7,0.073,5.0,12.0,0.9967,3.42,0.5,9.8,5.0
11840,10.4,0.36,0.66,2.1,0.073,6.0,29.0,0.9959,3.15,0.62,12.1,7.0
11841,7.7,0.55,0.28,2.4,0.09,9.0,32.0,0.9962,3.38,0.6,9.2,5.0
11842,9.4,0.32,0.39,1.7,0.075,27.0,58.0,0.9967,3.3,0.67,10.3,5.0
11843,7.0,0.58,0.01,2.2,0.09,11.0,65.0,0.9976,3.41,0.53,9.6,5.0
11844,7.1,0.55,0.21,2.3,0.094,9.0,22.0,0.9962,3.58,0.47,10.7,6.0
11845,8.6,0.38,0.49,2.3,0.074,5.0,15.0,0.9956,3.2,0.52,9.5,5.0
11846,8.7,0.65,0.01,2.5,0.078,6.0,18.0,0.9957,3.42,0.64,9.4,8.0
11847,7.8,0.81,0.01,2.2,0.083,24.0,52.0,0.9973,3.28,0.63,9.9,6.0
11848,9.1,0.36,0.49,1.8,0.064,6.0,23.0,0.99418,3.28,0.74,10.0,6.0
11849,7.2,0.6,0.08,1.5,0.0819999999999999,7.0,16.0,0.9971,3.39,0.58,9.6,6.0
11850,9.1,0.43,0.34,2.7,0.09,27.0,47.0,0.99525,3.27,0.68,9.5,6.0
11851,7.4,0.41,0.23,2.4,0.08,16.0,28.0,0.99652,3.35,0.73,11.5,5.0
11852,8.0,0.64,0.24,2.2,0.107,26.0,89.0,0.9969,3.16,0.64,9.5,4.0
11853,10.9,0.48,0.6,1.9,0.132,17.0,38.0,0.9956,3.17,0.55,11.8,5.0
11854,7.1,0.36,0.22,2.2,0.0819999999999999,6.0,17.0,0.9976,3.31,0.75,10.9,5.0
11855,8.1,0.5,0.49,1.9,0.092,27.0,42.0,0.9964,3.25,0.55,9.5,7.0
11856,9.3,0.26,0.51,2.4,0.07,6.0,15.0,0.9972,3.16,0.58,10.8,6.0
11857,6.8,0.69,0.02,3.4,0.074,4.0,9.0,0.99494,3.15,0.64,11.4,7.0
11858,11.8,0.57,0.32,2.3,0.074,4.0,11.0,0.99685,3.27,0.55,10.3,4.0
11859,6.7,0.745,0.0,2.0,0.0819999999999999,6.0,15.0,0.99462,3.35,0.69,11.6,6.0
11860,7.8,0.51,0.3,2.2,0.079,6.0,31.0,0.99552,3.28,0.61,11.0,5.0
11861,8.9,0.31,0.41,1.8,0.078,8.0,16.0,0.9994,3.17,0.63,10.6,5.0
11862,7.8,0.36,0.34,2.0,0.066,13.0,54.0,0.99627,3.17,0.84,9.9,6.0
11863,10.8,0.28,0.63,2.0,0.0819999999999999,17.0,44.0,0.9985,3.3,0.79,11.2,7.0
11864,8.9,0.43,0.15,1.6,0.1009999999999999,13.0,24.0,0.99786,3.25,0.57,9.1,5.0
11865,7.7,0.52,0.13,2.0,0.079,8.0,17.0,0.99656,3.39,0.68,11.2,6.0
11866,7.3,0.7,0.18,2.0,0.0969999999999999,21.0,54.0,0.9972,3.43,0.65,9.5,5.0
11867,10.2,0.32,0.43,2.3,0.063,12.0,37.0,0.9994,3.29,0.65,10.2,7.0
11868,7.3,0.24,0.45,1.9,0.068,9.0,23.0,0.99734,3.38,0.61,9.8,6.0
11869,8.7,0.51,0.29,2.1,0.071,9.0,17.0,0.99688,3.3,0.87,9.9,6.0
11870,9.7,0.33,0.41,1.6,0.078,8.0,30.0,0.9987,3.26,0.55,11.5,5.0
11871,8.8,0.5,0.24,2.8,0.072,12.0,42.0,0.9967,3.22,0.56,9.6,6.0
11872,6.1,0.61,0.0,2.1,0.073,9.0,21.0,0.99786,3.39,0.6,11.2,7.0
11873,12.4,0.66,0.0,1.7,0.076,3.0,10.0,0.9965,3.28,0.56,11.4,7.0
11874,8.0,0.31,0.25,2.3,0.079,7.0,26.0,0.9956,3.35,0.54,9.5,5.0
11875,9.2,0.43,0.46,2.8,0.079,17.0,26.0,0.9972,3.23,0.74,10.5,6.0
11876,7.6,0.65,0.02,1.8,0.075,16.0,86.0,0.9964,3.35,0.57,9.6,6.0
11877,7.0,0.58,0.04,1.6,0.076,6.0,28.0,0.99708,3.35,0.59,9.5,5.0
11878,6.9,0.81,0.02,2.3,0.079,10.0,28.0,0.9973,3.34,0.52,10.7,5.0
11879,6.8,0.39,0.24,2.3,0.069,29.0,46.0,0.9982,3.41,0.6,10.9,7.0
11880,7.1,0.66,0.0,3.0,0.08,8.0,16.0,0.99458,3.52,0.57,9.8,5.0
11881,7.1,0.48,0.23,1.7,0.073,6.0,13.0,0.99484,3.36,0.55,9.7,5.0
11882,8.8,0.42,0.24,1.8,0.068,6.0,14.0,0.99774,3.39,0.55,9.5,6.0
11883,7.6,0.57,0.21,2.1,0.077,13.0,27.0,0.9964,3.35,0.56,9.6,6.0
11884,7.9,0.6,0.12,2.3,0.076,38.0,61.0,0.99603,3.34,0.67,10.4,6.0
11885,8.9,0.43,0.34,2.6,0.076,9.0,19.0,0.99538,3.37,0.54,10.0,6.0
11886,7.6,0.67,0.0,1.4,0.0819999999999999,16.0,42.0,0.99526,3.41,0.59,10.3,6.0
11887,6.3,0.48,0.21,2.0,0.078,12.0,20.0,0.99362,3.43,0.54,10.3,6.0
11888,6.8,0.61,0.08,2.0,0.093,6.0,23.0,0.99633,3.38,0.56,10.0,6.0
11889,7.2,0.59,0.02,2.1,0.078,30.0,147.0,0.9968,3.55,0.56,9.3,6.0
11890,7.8,0.31,0.51,2.8,0.0819999999999999,13.0,31.0,0.99489,3.12,0.56,10.4,6.0
11891,7.9,0.56,0.04,1.7,0.079,7.0,31.0,0.99546,3.39,0.54,11.7,6.0
11892,7.0,0.6,0.0,2.2,0.073,5.0,38.0,0.9976,3.51,0.57,9.7,6.0
11893,7.8,0.58,0.01,2.0,0.066,9.0,22.0,0.99258,3.31,0.77,11.5,7.0
11894,7.4,0.48,0.35,1.8,0.07,16.0,57.0,0.9976,3.39,0.57,9.4,6.0
11895,6.8,0.36,0.42,2.2,0.072,5.0,16.0,0.9984,3.28,0.72,11.0,6.0
11896,8.2,0.31,0.39,2.5,0.077,48.0,52.0,1.00242,3.26,0.62,11.6,4.0
11897,8.0,0.5,0.47,1.7,0.048,6.0,14.0,0.9982,3.24,0.73,9.3,4.0
11898,7.5,0.52,0.29,2.2,0.073,10.0,19.0,0.99746,3.22,0.66,9.5,6.0
11899,9.4,0.57,0.0,1.9,0.095,6.0,32.0,0.9972,3.34,0.72,9.2,5.0
11900,7.8,0.87,0.03,1.7,0.0969999999999999,28.0,42.0,0.9966,3.48,0.44,9.9,5.0
11901,7.4,0.58,0.06,2.1,0.074,34.0,122.0,0.9956,3.44,0.64,9.4,5.0
11902,8.9,0.38,0.33,1.7,0.076,9.0,23.0,0.9976,3.28,0.59,9.8,6.0
11903,6.1,0.64,0.0,2.5,0.076,16.0,37.0,0.9959,3.44,0.56,9.4,6.0
11904,6.8,0.46,0.07,2.0,0.072,10.0,19.0,0.99572,3.27,0.52,11.7,6.0
11905,7.8,0.835,0.0,2.0,0.077,17.0,45.0,0.99606,3.44,0.6,10.9,6.0
11906,6.2,0.58,0.0,2.0,0.076,24.0,44.0,0.9948,3.45,0.54,10.6,6.0
11907,7.0,0.655,0.1,2.1,0.073,11.0,45.0,0.9959,3.36,0.44,9.2,6.0
11908,8.6,0.74,0.21,2.5,0.079,18.0,44.0,0.9982,3.35,0.76,10.4,5.0
11909,7.2,0.6,0.07,1.9,0.066,6.0,10.0,0.9958,3.35,0.6,11.2,6.0
11910,7.8,0.885,0.0,2.8,0.084,32.0,71.0,0.9973,3.44,0.5,9.6,6.0
11911,8.5,0.32,0.4,2.1,0.08,19.0,46.0,0.9976,3.31,0.61,10.0,7.0
11912,7.4,0.49,0.0,2.0,0.077,9.0,45.0,0.99652,3.38,0.49,10.9,6.0
11913,8.3,0.715,0.02,2.2,0.08,6.0,20.0,0.9964,3.35,0.58,9.3,5.0
11914,8.5,0.46,0.39,2.3,0.065,24.0,94.0,0.99623,3.2,0.63,9.9,5.0
11915,9.5,0.58,0.5,2.0,0.083,4.0,13.0,0.9985,3.36,0.82,11.9,6.0
11916,7.7,0.64,0.24,2.2,0.078,6.0,15.0,0.9982,3.43,0.62,11.5,4.0
11917,8.3,0.22,0.49,2.2,0.092,11.0,20.0,0.9968,3.28,0.59,11.7,7.0
11918,6.7,0.58,0.0,1.7,0.077,6.0,28.0,0.99975,3.3,0.6,9.4,5.0
11919,6.9,0.46,0.05,2.5,0.063,15.0,28.0,0.99494,3.48,0.63,10.1,6.0
11920,8.9,0.47,0.49,1.8,0.083,5.0,16.0,0.9976,3.09,0.74,11.1,6.0
11921,6.8,0.84,0.0,1.6,0.068,10.0,34.0,0.99685,3.47,0.47,11.8,5.0
11922,7.1,0.645,0.0,1.9,0.073,5.0,15.0,0.99822,3.29,0.51,9.8,6.0
11923,9.1,0.685,0.08,2.1,0.071,5.0,14.0,0.9972,3.33,0.52,9.2,5.0
11924,7.2,0.45,0.49,1.7,0.077,5.0,16.0,0.9983,3.33,0.53,9.9,6.0
11925,12.5,0.31,0.66,2.1,0.063,7.0,28.0,1.0004,3.04,0.48,10.7,5.0
11926,7.7,0.51,0.13,1.8,0.084,9.0,47.0,0.99562,3.37,0.59,10.4,6.0
11927,8.1,0.47,0.12,2.1,0.077,34.0,55.0,0.9986,3.3,0.49,9.7,5.0
11928,8.0,0.43,0.29,2.1,0.087,3.0,13.0,0.9988,3.31,0.6,9.8,5.0
11929,9.1,0.5,0.48,2.2,0.092,11.0,31.0,0.9994,3.15,0.63,9.3,5.0
11930,9.1,0.42,0.21,1.9,0.077,24.0,96.0,0.9982,3.48,0.6,11.2,3.0
11931,5.0,0.31,0.66,1.4,0.092,10.0,19.0,0.9959,3.46,0.52,11.3,6.0
11932,8.9,0.74,0.14,1.8,0.071,13.0,38.0,0.9952,3.28,0.53,9.5,4.0
11933,6.6,0.49,0.02,3.3,0.067,10.0,22.0,0.99774,3.45,0.49,11.0,5.0
11934,6.4,0.58,0.01,1.5,0.079,9.0,20.0,0.99588,3.42,0.51,10.5,7.0
11935,9.2,0.46,0.26,2.2,0.05,17.0,37.0,0.99458,3.24,0.64,10.1,5.0
11936,7.4,0.31,0.29,2.6,0.062,16.0,42.0,0.9963,3.44,0.77,9.2,5.0
11937,10.0,0.49,0.24,2.2,0.069,9.0,48.0,0.9972,3.23,0.68,9.4,5.0
11938,6.9,0.42,0.33,1.9,0.086,12.0,42.0,0.99745,3.3,0.48,9.2,5.0
11939,7.7,0.59,0.09,2.0,0.081,11.0,18.0,0.99584,3.31,0.64,10.9,6.0
11940,7.1,0.655,0.12,2.0,0.077,21.0,94.0,0.99743,3.35,0.59,9.8,6.0
11941,8.1,0.6,0.5,2.2,0.075,7.0,17.0,0.99632,3.41,0.65,9.5,5.0
11942,7.7,0.69,0.1,2.3,0.071,21.0,56.0,0.99744,3.44,0.63,11.7,7.0
11943,9.1,0.53,0.15,2.0,0.0819999999999999,6.0,26.0,0.9994,3.29,0.53,10.4,6.0
11944,7.3,0.57,0.05,1.8,0.078,34.0,104.0,0.99494,3.3,0.57,9.0,5.0
11945,9.6,0.48,0.24,2.0,0.096,16.0,38.0,0.997,3.3,0.52,9.7,6.0
11946,7.8,0.4,0.12,2.1,0.079,7.0,42.0,0.9983,3.52,0.6,9.9,5.0
11947,9.0,0.39,0.29,1.3,0.078,24.0,91.0,0.9982,3.3,0.63,9.5,6.0
11948,6.6,0.56,0.09,2.6,0.078,8.0,21.0,0.9994,3.44,0.73,9.5,5.0
11949,7.2,0.58,0.21,2.0,0.08,13.0,49.0,0.9976,3.24,0.56,9.5,5.0
11950,11.6,0.31,0.56,2.5,0.08,28.0,46.0,0.9972,3.27,0.72,10.9,6.0
11951,7.8,0.42,0.25,2.2,0.074,6.0,14.0,0.99572,3.32,0.54,10.1,5.0
11952,10.1,0.31,0.49,4.0,0.074,13.0,45.0,0.99612,3.11,0.63,9.4,6.0
11953,6.2,0.78,0.02,2.3,0.0819999999999999,16.0,58.0,0.999,3.17,0.71,9.3,5.0
11954,8.1,0.5,0.0,1.9,0.0969999999999999,28.0,52.0,0.9982,3.31,0.73,11.5,4.0
11955,7.0,0.54,0.0,1.8,0.067,11.0,60.0,0.9996,3.37,0.61,10.9,7.0
11956,8.9,0.43,0.24,2.2,0.073,18.0,44.0,0.9964,3.35,0.62,9.4,6.0
11957,6.1,0.885,0.0,1.7,0.083,27.0,62.0,0.99504,3.56,0.58,9.6,5.0
11958,7.9,0.38,0.4,1.8,0.072,17.0,40.0,0.99631,3.37,0.53,9.7,5.0
11959,7.0,0.59,0.27,1.8,0.083,6.0,15.0,0.99648,3.37,0.59,9.5,4.0
11960,7.9,0.59,0.13,1.9,0.078,10.0,19.0,0.99632,3.2,0.55,9.8,5.0
11961,8.2,0.39,0.39,2.2,0.072,18.0,35.0,0.99494,3.34,0.74,9.5,4.0
11962,6.7,0.645,0.02,2.0,0.077,14.0,33.0,0.9983,3.58,0.54,9.5,5.0
11963,6.9,0.62,0.03,1.9,0.07,17.0,45.0,0.9984,3.55,0.61,9.8,6.0
11964,6.2,0.52,0.23,2.5,0.091,12.0,60.0,0.9972,3.45,0.57,9.5,5.0
11965,9.6,0.6,0.49,2.2,0.068,4.0,14.0,0.99418,3.28,0.86,10.7,6.0
11966,7.9,0.62,0.0,1.8,0.079,14.0,38.0,0.998,3.3,0.57,9.9,5.0
11967,7.8,0.64,0.0,1.7,0.0819999999999999,31.0,68.0,0.99774,3.48,0.55,9.5,5.0
11968,8.8,0.31,0.41,2.2,0.077,29.0,52.0,0.9998,3.14,0.79,11.0,6.0
11969,9.9,0.6,0.0,2.6,0.08,8.0,28.0,0.9984,3.52,0.72,10.0,4.0
11970,7.5,0.69,0.01,2.3,0.085,3.0,9.0,0.9972,3.36,0.59,9.4,5.0
11971,8.9,0.47,0.41,2.1,0.093,24.0,122.0,0.9978,3.21,0.58,9.8,5.0
11972,9.3,0.41,0.49,2.4,0.068,16.0,65.0,0.9988,3.3,0.57,9.4,8.0
11973,7.8,0.59,0.0,3.0,0.08,5.0,35.0,0.9966,3.27,0.55,9.4,6.0
11974,7.9,0.46,0.26,2.1,0.072,27.0,81.0,0.99642,3.36,0.53,9.4,5.0
11975,7.5,0.54,0.04,1.6,0.077,17.0,42.0,0.99396,3.32,0.47,10.4,6.0
11976,7.3,0.67,0.0,2.2,0.084,18.0,27.0,0.99704,3.3,0.56,11.1,5.0
11977,8.8,0.45,0.4,2.6,0.053,15.0,24.0,0.99546,3.14,0.62,9.2,6.0
11978,7.6,0.55,0.0,3.4,0.094,12.0,22.0,0.9984,3.29,0.63,11.0,6.0
11979,7.9,0.58,0.23,1.7,0.074,16.0,46.0,0.9972,3.34,0.54,10.8,6.0
11980,7.1,0.55,0.14,2.4,0.084,25.0,110.0,0.9982,3.27,0.62,9.7,5.0
11981,9.2,0.59,0.21,2.6,0.077,5.0,15.0,0.9972,3.23,0.52,9.5,5.0
11982,7.9,0.62,0.07,1.8,0.08,19.0,47.0,0.9988,3.32,0.64,9.9,5.0
11983,7.6,0.5,0.04,2.1,0.07,13.0,31.0,0.9987,3.42,0.67,10.0,5.0
11984,8.1,0.42,0.24,2.2,0.078,21.0,44.0,0.99572,3.32,0.61,11.3,7.0
11985,6.7,0.6,0.2,2.8,0.08,11.0,47.0,0.9986,3.32,0.55,11.0,6.0
11986,11.4,0.5,0.5,2.8,0.095,7.0,23.0,0.9973,3.47,0.64,11.3,6.0
11987,10.2,0.39,0.24,2.1,0.079,8.0,22.0,0.9966,3.19,0.75,9.5,5.0
11988,8.7,0.4,0.45,2.1,0.09,14.0,39.0,0.9984,3.36,0.6,10.0,5.0
11989,9.1,0.28,0.41,2.6,0.092,25.0,105.0,0.99774,3.26,0.77,9.2,5.0
11990,7.7,0.51,0.17,2.0,0.077,6.0,14.0,0.99668,3.36,0.6,9.3,5.0
11991,11.5,0.49,0.42,2.7,0.083,11.0,22.0,0.9973,3.19,0.56,11.0,7.0
11992,7.0,0.62,0.03,2.2,0.095,10.0,22.0,0.9961,3.39,0.49,10.7,7.0
11993,8.3,0.38,0.33,2.2,0.071,7.0,23.0,0.99642,3.26,0.72,9.4,5.0
11994,10.9,0.28,0.41,2.1,0.074,6.0,14.0,0.9982,3.15,0.73,12.7,7.0
11995,7.4,0.63,0.04,1.8,0.074,9.0,34.0,0.9968,3.31,0.57,9.4,5.0
11996,6.5,0.3,0.0,2.0,0.079,6.0,13.0,0.99354,3.41,0.6,10.9,6.0
11997,7.1,0.61,0.44,2.0,0.078,5.0,13.0,0.99774,3.33,0.5,11.3,6.0
11998,7.0,0.58,0.25,2.3,0.072,8.0,18.0,0.9964,3.39,0.58,9.5,6.0
11999,7.2,0.28,0.49,2.2,0.077,6.0,16.0,0.99702,3.07,0.63,12.1,7.0
12000,11.6,0.47,0.48,2.0,0.0579999999999999,11.0,54.0,0.9982,3.27,0.61,11.8,7.0
12001,7.3,0.69,0.11,1.7,0.074,10.0,41.0,0.99616,3.34,0.82,9.2,6.0
12002,8.6,0.41,0.32,1.9,0.0819999999999999,8.0,19.0,0.99672,3.28,0.55,11.0,6.0
12003,7.9,0.62,0.11,2.5,0.079,31.0,77.0,0.99668,3.32,0.59,9.5,6.0
12004,7.4,0.46,0.49,2.3,0.079,7.0,27.0,0.9968,3.22,0.46,9.6,5.0
12005,7.1,0.52,0.09,2.5,0.077,17.0,91.0,0.9982,3.47,0.68,9.5,5.0
12006,7.9,0.66,0.02,5.55,0.085,6.0,18.0,0.99498,3.44,0.5,9.4,5.0
12007,11.6,0.4,0.49,2.8,0.086,6.0,14.0,1.0014,3.21,0.66,9.9,6.0
12008,6.9,0.715,0.1,2.3,0.09,26.0,67.0,0.99708,3.59,0.8,9.5,5.0
